waterpoint_id,latitude,longitude,waterpoint_image,functional_status,downtime_duration,abandon_reason,has_current_issue,current_issue,water_available_today,continuous_30days,no_water_30days_reason,repair_duration_days,seasonal_unavailable,seasonal_period,flow_test_possible,fill_time_20l,latrine_within_100m,observed_issues,water_quality_issues,preventive_maintenance,maintenance_barrier,user_population,universal_access,households_no_access,access_barrier,max_roundtrip_minutes,max_distance_metres,has_service_provider,provider_type,has_tariff,tariff_frequency,tariff_amount_mwk,tariff_cost_basis,has_financial_records,has_positive_balance,savings_or_loans,record_balance_mwk,has_bank_account,bank_balance_mwk,committee_year_formed,committee_member_count,committee_women_count,treasurer_gender,months_unavailable
14047408,-16.4156942,34.917420699999994,https://api.mwater.co/v3/images/7bb8bf5996b44124aab1687f88dd18b9,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,45.621,Yes,"Water quality, Leakage from pump/ pedestal",Salinity / saltiness,Yes,NA,250,0,NA,NA,18,400,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, When required for repairs",200,Maintenance costs,No,NA,NA,NA,No,NA,2022,10,5,Male,0
575378098,-15.1829903,35.42351599999999,https://api.mwater.co/v3/images/9a5331fb53764505af75abde1c472b62,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,"11, 12",Yes,59.56,Yes,"Soil erosion or collapse around the water point, Damage to civil works - platform, well head, riser etc",NA,Sometimes,NA,210,0,NA,NA,40,600,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,10,10,Female,2
575378036,-15.174444,35.4216892,https://api.mwater.co/v3/images/b22167331dc5404dbca8e4286ca3548c,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,"08, 09, 10, 11, 12",Yes,90.62,Yes,"Water quality, Damage or problem with pump, Damage to civil works - platform, well head, riser etc",Bad taste,Sometimes,NA,230,1,11,Long distance,60,700,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,10,10,Female,5
33622493,-15.2530353,34.92149919999999,https://api.mwater.co/v3/images/4759662bffeb4634bdbb1fa08819a25d,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,76.071,No,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,200,0,NA,NA,30,600,Yes,Water Point Committee,Yes,Per quarter,500,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2022,10,5,Male,0
575378191,-15.1749983,35.435341699999995,https://api.mwater.co/v3/images/4397fcca43d34c42985a49768acf72a2,Not functional,Less than 1 month,NA,NA,NA,NA,NA,NA,NA,Yes,11,NA,NA,No,"Damage to civil works - platform, well head, riser etc",NA,Sometimes,NA,56,0,NA,NA,40,400,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,10,10,Female,1
576594631,-15.0660829,34.8934627,https://api.mwater.co/v3/images/470fe8823cc9449dbae3fb919b15fc8c,Functional,NA,NA,Yes,"Low water flow - Low water pressure, Structural problems - Civil works, apron, etc",Yes,Yes,NA,NA,No,NA,Yes,62.83,Yes,Soil erosion or collapse around the water point,NA,No,Lack of money,250,0,NA,NA,45,500,Yes,Area or Water Mechanic,Yes,When required for repairs,500,Affordability,No,NA,NA,NA,No,NA,NA,NA,NA,NA,0
572188388,-16.4156384,34.9173923,https://api.mwater.co/v3/images/7241a248171840d3a8397361ed01aa32,No longer exists or abandoned,More than 5 years,Flood damage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Damage or problem with pump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
575378043,-15.1720362,35.423054099999995,https://api.mwater.co/v3/images/7156718bb95541b495c6352ed0b0aac2,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,54.36,Yes,No problems,NA,No,Lack of technical expertise,212,0,NA,NA,20,200,Yes,Water Point Committee,Yes,Per month,200,Affordability,Yes,Yes,Yes,7000,No,NA,2021,10,5,Female,0
22778341,-15.2029967,35.4281633,https://api.mwater.co/v3/images/3eaa41ad04d94346ab28a027c8597a7c,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,80.23,Yes,"Soil erosion or collapse around the water point, Damage to civil works - platform, well head, riser etc",NA,Sometimes,NA,109,0,NA,NA,30,30,Yes,Water Point Committee,Yes,Per month,200,Affordability,Yes,Yes,Yes,15000,No,NA,2020,10,8,Female,0
575377925,-15.206726,35.432071799999996,https://api.mwater.co/v3/images/2469effde1f14d51965ee92f473837c5,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,"10, 11, 09",Yes,67.632,Yes,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,Sometimes,NA,198,1,15,Inadequate water supply / low pressure,50,400,Yes,Water Point Committee,Yes,Per month,1000,Operation costs,Yes,Yes,Yes,0,No,NA,2020,10,8,Female,3
NA,-15.1903725,35.47634219,https://api.mwater.co/v3/images/1a665d4133174049a0a4fecb5671ff04,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,80.591,Yes,No problems,NA,Yes,NA,150,0,NA,NA,10,100,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
575377918,-15.2058138,35.4317785,https://api.mwater.co/v3/images/7abaec50d6eb4672a0d28c8de08aba57,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,60.26,Yes,No problems,NA,Sometimes,NA,405,1,23,Long distance,60,800,Yes,Water Point Committee,Yes,Per year,500,Affordability,Yes,Yes,Yes,20000,No,NA,2021,10,8,Male,0
25197796,-15.0457255,34.8881564,https://api.mwater.co/v3/images/c3fb82c1b076447d9041cecc3f8b2016,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,58.64,Yes,Damage or problem with pump,NA,Yes,NA,345,0,NA,NA,40,700,Yes,Area or Water Mechanic,Yes,Per month,200,Affordability,Yes,Yes,Yes,6500,No,NA,NA,NA,NA,NA,0
575377901,-15.2081242,35.430212999999995,https://api.mwater.co/v3/images/99f412909b474851bf5f92914aeee833,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,69.033,Yes,No problems,NA,Sometimes,NA,284,0,NA,NA,40,500,Yes,Water Point Committee,Yes,Per month,200,Affordability,Yes,Yes,Yes,10000,No,NA,2022,10,8,Male,0
575971697,-15.18821476,35.48385463999999,https://api.mwater.co/v3/images/7d10293c43c246ed8a5b27bea1cb2991,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,72.991,Yes,"No problems , Damage to civil works - platform, well head, riser etc",NA,Yes,NA,240,0,NA,NA,20,100,Yes,Area or Water Mechanic,Yes,Per month,200,Affordability,Yes,Yes,Yes,20000,No,NA,NA,NA,NA,NA,0
25958274,-15.1729913,35.4297773,https://api.mwater.co/v3/images/7176a84bc3194c79a925a7469a412151,Not functional,1 - 6 months,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,"Damage or problem with pump, Damage to civil works - platform, well head, riser etc",NA,Sometimes,NA,56,1,5,"Long distance, Failure to pay",30,400,Yes,Water Point Committee,Yes,Per year,200,Operation costs,No,NA,NA,NA,No,NA,2019,10,8,Female,0
331977884,-15.2590494,34.9282416,https://api.mwater.co/v3/images/4cf0c6eee9af4445814bb437cad8975d,Functional,NA,NA,Yes,"Low water flow - Low water pressure, Irregular supply",Yes,Yes,NA,NA,No,NA,Yes,82.561,Yes,Other,NA,Yes,NA,80,0,NA,NA,30,60,Yes,"Water Point Committee, Area or Water Mechanic",Yes,Per month,200,"Affordability, Maintenance costs",Yes,Yes,Yes,3000,No,NA,2022,10,8,Female,0
575971714,-15.19001351,35.49027445000001,https://api.mwater.co/v3/images/ff51178ee50d4031887b839d6d4e09d0,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,104.094,Yes,No problems,NA,Yes,NA,250,0,NA,NA,10,100,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
419911993,-15.1600732,35.508150099999995,https://api.mwater.co/v3/images/7f31f8db8981430ead15b0c899b48a07,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,61.951,Yes,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,20,0,NA,NA,30,400,Yes,"Area or Water Mechanic, Water Point Committee",Yes,When required for repairs,300,Affordability,Yes,NA,NA,NA,No,NA,2022,10,7,Female,0
576601126,-15.160107,34.87013799999999,https://api.mwater.co/v3/images/7f23b7d2779e4035b7f552a6ba90a679,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,"10, 11, 09",Yes,72.832,No,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,Yes,NA,180,0,NA,NA,60,1500,Yes,Water Point Committee,Yes,Per month,500,"Affordability, Maintenance costs",Yes,NA,NA,NA,No,NA,2021,10,6,Female,3
331977884,-15.2590794,34.928254,https://api.mwater.co/v3/images/45ad29d6501a486ebbe03a59933eb5ab,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,77.2,Yes,Other,NA,Yes,NA,80,0,NA,NA,30,60,Yes,"Area or Water Mechanic, Water Point Committee",Yes,Per month,200,"Affordability, Maintenance costs",Yes,Yes,Yes,3000,No,NA,2022,10,8,Female,0
419911979,-15.1611049,35.5068111,https://api.mwater.co/v3/images/29dcf3964c6145238e7da2b25c592de5,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,62.97,Yes,Other,NA,Yes,NA,150,0,NA,NA,45,700,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,-15.2055872,35.45490284,https://api.mwater.co/v3/images/bfe9c3d4322742759cd088a709e8811e,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,77.651,Yes,No problems,NA,Yes,NA,500,0,NA,NA,20,2000,Yes,Area or Water Mechanic,Yes,Per month,100,Total replacement cost for the system,Yes,Yes,Yes,0,No,NA,NA,NA,NA,NA,0
25188570,-15.0492053,34.89712649999999,https://api.mwater.co/v3/images/897092f1f264430abf689c2f68c4da6b,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,62.872,Yes,Damage or problem with pump,NA,Yes,NA,250,0,NA,NA,30,350,Yes,Area or Water Mechanic,Yes,Per month,200,Affordability,Yes,Yes,Yes,27000,Yes,36000,NA,NA,NA,NA,0
25188477,-15.0564809,34.906342800000004,https://api.mwater.co/v3/images/549e67de4ca14c6da683a8a31e10bdc5,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,61.47,Yes,No problems,NA,Yes,NA,175,0,NA,NA,29,300,Yes,Area or Water Mechanic,Yes,Per month,200,Affordability,Yes,Yes,Yes,24000,No,NA,NA,NA,NA,NA,0
25335901,-15.0702757,34.8909087,https://api.mwater.co/v3/images/15d23b94b22441da8a10c46bb61b8a8f,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,Yes,"11, 12, 10",Yes,93.934,Yes,"No problems , Other",NA,Yes,NA,150,0,NA,NA,30,350,Yes,Area or Water Mechanic,Yes,Per month,500,Affordability,Yes,NA,NA,NA,No,NA,NA,NA,NA,NA,3
576633806,-15.054294,34.91528449999999,https://api.mwater.co/v3/images/378780863d1f42a6993fdcc25c14a236,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,64.17,Yes,No problems,NA,Yes,NA,275,0,NA,NA,42,423,Yes,Area or Water Mechanic,Yes,Per month,150,Affordability,Yes,Yes,Yes,14000,No,NA,NA,NA,NA,NA,0
12199530,-16.4273406,34.9172475,https://api.mwater.co/v3/images/aba207c6079a464a9e2bbdd1ae623e11,No longer exists or abandoned,2 - 5 years,Lack of parts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Damage or problem with pump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
331978067,-15.0477984,34.908685799999994,https://api.mwater.co/v3/images/7123efff27e347e8bfcf59a38de6486b,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,61.377,Yes,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,Yes,NA,250,0,NA,NA,36,395,Yes,Area or Water Mechanic,Yes,Per month,200,Affordability,Yes,Yes,Yes,26000,No,NA,NA,NA,NA,NA,0
69778126,-16.4261573,34.9157005,https://api.mwater.co/v3/images/9141cf6ed4484e28aeb9c3196404b117,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,45.481,No,"No problems , Other",NA,Yes,NA,580,0,NA,NA,35,550,Yes,Water Point Committee,Yes,When required for repairs,200,"Maintenance costs, Operation costs",No,NA,NA,NA,No,NA,2013,10,5,Male,0
577020610,-15.2097502,34.8751552,https://api.mwater.co/v3/images/202e0b4a756f47768f59bedce353ed53,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,90.341,No,No problems,NA,Yes,NA,500,0,NA,NA,60,300,Yes,Water Point Committee,Yes,Per month,300,"Affordability, Maintenance costs",Yes,NA,NA,NA,No,NA,2018,10,3,Female,0
331978074,-15.0439089,34.9005406,https://api.mwater.co/v3/images/79da5bf2d290476d8ec47cb68b84bac6,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,58.051,Yes,"Damage or problem with pump, Damage to civil works - platform, well head, riser etc",NA,Yes,NA,149,0,NA,NA,26,240,Yes,Area or Water Mechanic,Yes,Per month,250,Affordability,Yes,Yes,Yes,10500,No,NA,NA,NA,NA,NA,0
386103540,-15.0869583,34.89387169999999,https://api.mwater.co/v3/images/2855dff0d28e43569d1434fe7a761443,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,115.844,Yes,Other,NA,Yes,NA,300,0,NA,NA,60,400,Yes,Community members,Yes,When required for repairs,2500,"Affordability, Total replacement cost for the system, Bill payments",Yes,NA,NA,NA,No,NA,NA,NA,NA,NA,0
576633875,-15.0363804,34.8864272,https://api.mwater.co/v3/images/8ce4c500bc2b4f34a98b8172d0856d36,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,61.791,Yes,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,Yes,NA,215,0,NA,NA,38,368,Yes,Area or Water Mechanic,Yes,Per month,200,Affordability,Yes,Yes,Yes,36000,No,NA,NA,NA,NA,NA,0
251676153,-16.426281,34.9137923,https://api.mwater.co/v3/images/b4c356d5029f426c8689a5111233d6d3,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,49.511,No,Water quality,Salinity / saltiness,Yes,NA,435,0,NA,NA,40,500,Yes,Water Point Committee,Yes,When required for repairs,500,Maintenance costs,No,NA,NA,NA,No,NA,2019,10,4,Male,0
577020634,-15.2203629,34.865234599999994,https://api.mwater.co/v3/images/19ec90c1d4ca41fa810c66c828c88cc9,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,80.531,No,No problems,NA,Yes,NA,2600,0,NA,NA,10,100,Yes,Water Point Committee,Yes,Per month,200,"Affordability, Maintenance costs",Yes,NA,NA,NA,No,NA,2022,10,6,Female,0
535180103,-15.0390177,34.8821661,https://api.mwater.co/v3/images/a9717a3382c84e029adf7843560819ab,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,57.971,Yes,No problems,NA,Yes,NA,200,0,NA,NA,28,300,Yes,Area or Water Mechanic,Yes,Per month,400,Affordability,Yes,Yes,Yes,3000,No,NA,NA,NA,NA,NA,0
577020696,-15.2207263,34.8622904,https://api.mwater.co/v3/images/1fb6ed2eec4d4231ba6ed26f2553c9cc,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,43.161,No,"Soil erosion or collapse around the water point, Leakage from pump/ pedestal",NA,Yes,NA,20,0,NA,NA,30,200,Yes,Water Point Committee,Yes,Per month,500,"Affordability, Maintenance costs",Yes,NA,NA,NA,No,NA,2021,10,7,Female,0
576594679,-15.0899383,34.903313299999994,https://api.mwater.co/v3/images/ad2b51f474954e5ab226e894176dd1b6,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,60.121,Yes,No problems,NA,Yes,NA,500,0,NA,NA,60,500,Yes,"Water Point Committee, Area or Water Mechanic",Yes,Per month,800,Affordability,No,NA,NA,NA,No,NA,2023,8,4,Female,0
572188405,-16.4245809,34.9170001,https://api.mwater.co/v3/images/60d3d51f9d29411a80c71b638a81e039,No longer exists or abandoned,1 - 6 months,Lack of parts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Damage or problem with pump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
576633851,-15.0423685,34.8952211,https://api.mwater.co/v3/images/47559ee27c3d4485bb3a284c7675e27c,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,61.641,Yes,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,1700,0,NA,NA,30,389,Yes,Area or Water Mechanic,Yes,Per month,300,NA,Yes,Yes,Yes,65000,No,NA,NA,NA,NA,NA,0
69779299,-16.4114627,34.9205478,https://api.mwater.co/v3/images/6b07813296ae49babad2ac8f0c64b9f3,No longer exists or abandoned,2 - 5 years,Lack of parts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Damage or problem with pump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
331977994,-15.0538056,34.9214438,https://api.mwater.co/v3/images/7b4823f616544186a2b6b00f03c8e718,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,66.045,Yes,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,Yes,NA,110,0,NA,NA,31,250,Yes,"Owner / Private household, Water Point Committee, Area or Water Mechanic",Yes,Per month,200,Affordability,Yes,Yes,No,12550,No,NA,2019,10,8,Female,0
577020713,-15.2284749,34.8835064,https://api.mwater.co/v3/images/01555a593ba448a0b35faa25d94dee5c,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,78.01,Yes,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,270,0,NA,NA,20,250,Yes,Water Point Committee,Yes,Per month,400,"Affordability, Maintenance costs",Yes,NA,NA,NA,No,NA,2018,10,5,Female,0
33621674,-15.2530359,34.9263479,https://api.mwater.co/v3/images/8516735317714154b3e32f222d4f1ede,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,88.73,Yes,"Damage to civil works - platform, well head, riser etc, Other",NA,Yes,NA,185,0,NA,NA,30,400,Yes,Water Point Committee,Yes,Per month,100,"Affordability, Maintenance costs",Yes,Yes,Yes,10000,No,NA,2018,10,5,Male,0
572188326,-16.402291,34.9348923,https://api.mwater.co/v3/images/cc8a4dd9ddd34161b0aaaeec924db696,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,45.181,No,Leakage from pump/ pedestal,NA,Yes,NA,358,0,NA,NA,40,600,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, When required for repairs",500,Maintenance costs,Yes,NA,NA,NA,No,NA,2008,10,7,Female,0
572188333,-16.3965988,34.936273199999995,https://api.mwater.co/v3/images/eda6f3e7b23a4a05b59dc68e949a4e37,Not functional,1 - 6 months,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,Damage or problem with pump,NA,Yes,NA,500,1,42,"System is not functional / newly constructed, Long distance, Long lines",40,700,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,10,5,Female,0
572188357,-16.399293,34.9394777,https://api.mwater.co/v3/images/eaec3be59d2a4ba6962041e03fcf945a,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,50.391,No,No problems,NA,Yes,NA,550,0,NA,NA,30,500,Yes,Water Point Committee,Yes,Flat fee plus fee per unit,500,Total replacement cost for the system,Yes,NA,NA,NA,No,NA,2021,10,5,Female,0
16222847,-16.3910888,34.93380869999999,https://api.mwater.co/v3/images/15aaedba55274422a04b6dcd88eef34b,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,72.3,Yes,Leakage from pump/ pedestal,NA,Yes,NA,560,1,12,"Long lines, Long distance, System does not reach all community members",40,600,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, When required for repairs",200,"Maintenance costs, Total replacement cost for the system",Yes,NA,NA,NA,No,NA,2020,10,6,Female,0
572188395,-16.4234958,34.921039099999994,https://api.mwater.co/v3/images/5b738924119e48018c7cc07b0a89553b,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,106.791,No,Leakage from pump/ pedestal,NA,Yes,NA,250,0,NA,NA,20,400,Yes,Water Point Committee,Yes,When required for repairs,300,"Operation costs, Maintenance costs",No,NA,NA,NA,No,NA,1994,10,5,Female,0
572188371,-16.3897846,34.9372518,https://api.mwater.co/v3/images/0c652c77d0e542da9bbba880fee2eda0,Not functional,2 - 5 years,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,"Water quality, Damage or problem with pump",Salinity / saltiness,No,"Lack of technical expertise, Parts not available, Lack of understanding/commitment to Preventative Maintenance",NA,NA,NA,NA,NA,NA,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,10,5,Female,0
572188364,-16.3862285,34.938502,https://api.mwater.co/v3/images/5ba1e4a742174d2982a2b9c0bcbe1acb,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,59.861,No,Water quality,Salinity / saltiness,Yes,NA,350,0,NA,NA,40,620,Yes,Water Point Committee,Yes,Per 2 months,300,Total replacement cost for the system,Yes,NA,NA,NA,No,NA,2013,10,4,Female,0
17018418,-16.3218943,34.8628816,https://api.mwater.co/v3/images/3f2b615c49784a2a90c19c0536c75874,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,62.8,No,Leakage from pump/ pedestal,NA,Yes,NA,1250,0,NA,NA,40,580,Yes,Water Point Committee,Yes,When required for repairs,300,"Maintenance costs, Operation costs",Yes,NA,NA,NA,Yes,NA,2021,10,5,Female,0
55668675,-16.3170021,34.865568,https://api.mwater.co/v3/images/1a9ef8ef7a504621a0e1edf98872ac70,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,69.551,No,Leakage from pump/ pedestal,NA,Yes,NA,2500,1,210,"Long lines, System does not reach all community members",45,600,Yes,"Area or Water Mechanic, Water Point Committee",Yes,"Flat fee plus fee per unit, Per month",400,Maintenance costs,No,NA,NA,NA,No,NA,2021,10,4,Female,0
443880649,-16.5160244,34.9565071,https://api.mwater.co/v3/images/caffb43354ac4a7194fd9bb2ce333d9a,Functional,NA,NA,Yes,"Low water flow - Low water pressure, Poor water quality - Salty, bad taste or colour, other contamination, Structural problems - Civil works, apron, etc",Yes,Yes,NA,NA,No,NA,Yes,81.16,Yes,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,No,"Lack of technical expertise, Lack of understanding/commitment to Preventative Maintenance",350,0,NA,NA,45,700,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
419911931,-15.1774865,35.4947323,https://api.mwater.co/v3/images/4be4c83c27124f65992a12087fe10691,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,63.614,Yes,"Damage to civil works - platform, well head, riser etc, Leakage from pump/ pedestal",NA,Yes,NA,30,0,NA,NA,30,400,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
12194865,-16.5192187,34.9580626,https://api.mwater.co/v3/images/aed1544c79af4996a0726056d7615151,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,131.141,Yes,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,No,"Lack of money, Lack of technical expertise, Lack of understanding/commitment to Preventative Maintenance",500,0,NA,NA,50,900,Yes,Water Point Committee,Yes,Per month,500,"Operation costs, Total replacement cost for the system",No,NA,NA,NA,No,NA,2018,10,5,Male,0
5635872,-16.5127361,34.9608227,https://api.mwater.co/v3/images/70a86e1c8d8748af9a259e9ad7c67c4f,Functional,NA,NA,Yes,"Structural problems - Civil works, apron, etc, Poor water quality - Salty, bad taste or colour, other contamination, Worn out parts",Yes,Yes,NA,NA,No,NA,Yes,74.69,Yes,"Damage to civil works - platform, well head, riser etc, Water quality, Damage or problem with pump",Salinity / saltiness,No,"Lack of money, Lack of technical expertise, Lack of understanding/commitment to Preventative Maintenance",350,0,NA,NA,45,950,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
39317216,-15.2416836,34.8944554,https://api.mwater.co/v3/images/25e67f914b2948b6ae0ccbf7d3b1fe50,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,79.541,Yes,"Damage to civil works - platform, well head, riser etc, Other, Soil erosion or collapse around the water point",NA,Yes,NA,125,0,NA,NA,30,900,Yes,Water Point Committee,Yes,Per month,200,"Affordability, Maintenance costs",Yes,Yes,Yes,1500,No,NA,2019,10,7,Female,0
443880663,-16.5342567,34.9798217,https://api.mwater.co/v3/images/4283ab389c634c15973104c7a3f74e5b,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,65.111,Yes,No problems,NA,No,"Lack of money, Lack of technical expertise, Lack of understanding/commitment to Preventative Maintenance",750,1,50,System does not reach all community members,50,1000,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
572188443,-16.634113,34.9158826,https://api.mwater.co/v3/images/b3f82ed6603d40c5b9778183d9f6cd24,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,47.45,No,No problems,NA,Yes,NA,350,0,NA,NA,20,300,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, When required for repairs",500,"Operation costs, Maintenance costs",Yes,NA,NA,NA,No,NA,2022,10,5,Female,0
17322999,-16.53769,34.9781633,https://api.mwater.co/v3/images/0ab58bbaff4746b7b4864e5e934fe0fc,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,80.321,Yes,No problems,NA,No,"Lack of money, Lack of technical expertise, Lack of understanding/commitment to Preventative Maintenance",500,1,50,System does not reach all community members,55,950,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
572188474,-16.6340089,34.9158641,https://api.mwater.co/v3/images/1565325ff39242b086f4bc09e316c21c,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,38.011,No,No problems,NA,Yes,NA,350,0,NA,NA,15,300,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
